,naics,countOsm,countStatcan,osmCompleteness,population density,median income,ale_index,% non-immigrants,% not a visible minority,% postsecondary
13266,812115,2,0,inf,704.4,52704.0,2.3245628,0.5352112676056338,0.573943661971831,0.6197183098591549
13267,81293,5,0,inf,24274.2,33920.0,2.144619,0.38205980066445183,0.39867109634551495,0.6478405315614618
13268,8123,1,0,inf,10251.7,22848.0,2.0578101,0.30361757105943155,0.3165374677002584,0.4715762273901809
13269,44611,1,0,inf,10251.7,22848.0,2.0578101,0.30361757105943155,0.3165374677002584,0.4715762273901809
13270,81293,12,0,inf,10251.7,22848.0,2.0578101,0.30361757105943155,0.3165374677002584,0.4715762273901809
13271,722512,1,0,inf,10251.7,22848.0,2.0578101,0.30361757105943155,0.3165374677002584,0.4715762273901809
13272,81293,9,0,inf,20979.9,18531.0,2.5833468,0.3203592814371258,0.20808383233532934,0.36227544910179643
13273,8131,1,0,inf,12617.7,31253.0,0.45081717,0.3402854006586169,0.13172338090010977,0.5543358946212953
13274,81293,4,0,inf,12617.7,31253.0,0.45081717,0.3402854006586169,0.13172338090010977,0.5543358946212953
13275,81293,1,0,inf,11164.1,28907.0,0.46592051,0.2502606882168926,0.0886339937434828,0.443169968717414
13276,81293,1,0,inf,2450.0,55040.0,1.1708461,0.5526315789473685,0.5131578947368421,0.40789473684210525
13277,81293,1,0,inf,26057.0,22176.0,2.0497615,0.4193254329990884,0.2689152233363719,0.4010938924339107
13278,8131,1,2,0.5,7834.3,25600.0,1.9202731,0.12059369202226346,0.08348794063079777,0.27365491651205937
13279,81293,8,0,inf,7834.3,25600.0,1.9202731,0.12059369202226346,0.08348794063079777,0.27365491651205937
13280,81293,1,0,inf,8234.1,22528.0,2.1555514,0.2891566265060241,0.13253012048192772,0.40963855421686746
13281,81293,4,0,inf,25966.0,17643.0,2.2477074,0.2616516762060507,0.06541291905151267,0.3720359771054783
13282,81293,2,0,inf,18856.5,22059.0,2.371727,0.2318668252080856,0.08323424494649227,0.3923900118906064
13283,6111,1,0,inf,6023.5,25408.0,1.4606481,0.5420219244823387,0.20097442143727162,0.38976857490864797
13284,81293,1,0,inf,6023.5,25408.0,1.4606481,0.5420219244823387,0.20097442143727162,0.38976857490864797
13285,447,1,0,inf,18448.9,27840.0,5.0140347,0.3758654797230465,0.4055390702274975,0.4549950544015826
13286,44512,1,0,inf,18448.9,27840.0,5.0140347,0.3758654797230465,0.4055390702274975,0.4549950544015826
13287,44711,1,0,inf,18448.9,27840.0,5.0140347,0.3758654797230465,0.4055390702274975,0.4549950544015826
13288,81293,6,0,inf,18448.9,27840.0,5.0140347,0.3758654797230465,0.4055390702274975,0.4549950544015826
13289,81293,9,0,inf,16647.7,29504.0,4.9145489,0.2787258248009101,0.42093287827076226,0.33560864618885095
13290,447,1,0,inf,9945.9,36992.0,3.8008502,0.19047619047619047,0.19047619047619047,0.5986394557823129
13291,44512,1,0,inf,9945.9,36992.0,3.8008502,0.19047619047619047,0.19047619047619047,0.5986394557823129
13292,44711,1,0,inf,9945.9,36992.0,3.8008502,0.19047619047619047,0.19047619047619047,0.5986394557823129
13293,81293,5,0,inf,9945.9,36992.0,3.8008502,0.19047619047619047,0.19047619047619047,0.5986394557823129
