,naics,countOsm,countStatcan,osmCompleteness,population density,median income,ale_index,% non-immigrants,% not a visible minority,% postsecondary
2765,45112,1,0,inf,8604.7,34112.0,3.5375345,0.8243243243243243,0.8513513513513513,0.6216216216216216
2766,451310,2,0,inf,8604.7,34112.0,3.5375345,0.8243243243243243,0.8513513513513513,0.6216216216216216
2767,812114,2,0,inf,8604.7,34112.0,3.5375345,0.8243243243243243,0.8513513513513513,0.6216216216216216
2768,4421,1,0,inf,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2769,8123,1,1,1.0,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2770,44611,1,0,inf,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2771,56151,1,1,1.0,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2772,81293,1,0,inf,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2773,722512,1,0,inf,7983.5,39872.0,3.3129914,0.7731958762886598,0.8762886597938144,0.5541237113402062
2774,6111,4,0,inf,3194.3,56704.0,4.865551,0.7212475633528265,0.8284600389863548,0.5847953216374269
2775,81293,4,0,inf,3194.3,56704.0,4.865551,0.7212475633528265,0.8284600389863548,0.5847953216374269
2776,6111,4,0,inf,3488.1,61184.0,5.3451562,0.7632093933463796,0.821917808219178,0.6164383561643836
2777,81293,1,0,inf,3488.1,61184.0,5.3451562,0.7632093933463796,0.821917808219178,0.6164383561643836
2778,5312,1,1,1.0,11589.1,61312.0,5.13135,0.7190635451505016,0.8249721293199554,0.7023411371237458
2779,7224,1,0,inf,11589.1,61312.0,5.13135,0.7190635451505016,0.8249721293199554,0.7023411371237458
2780,44512,1,0,inf,11589.1,61312.0,5.13135,0.7190635451505016,0.8249721293199554,0.7023411371237458
2781,44711,1,0,inf,11589.1,61312.0,5.13135,0.7190635451505016,0.8249721293199554,0.7023411371237458
2782,722511,1,1,1.0,11589.1,61312.0,5.13135,0.7190635451505016,0.8249721293199554,0.7023411371237458
2783,81293,3,0,inf,32891.2,56192.0,5.024097,0.610134436401241,0.9203722854188211,0.7135470527404343
2784,71213,1,0,inf,653.2,58816.0,2.1179049,0.6402164111812444,0.7078449053201082,0.6943192064923355
2785,81293,19,0,inf,653.2,58816.0,2.1179049,0.6402164111812444,0.7078449053201082,0.6943192064923355
2786,722511,1,0,inf,653.2,58816.0,2.1179049,0.6402164111812444,0.7078449053201082,0.6943192064923355
2787,722512,1,0,inf,653.2,58816.0,2.1179049,0.6402164111812444,0.7078449053201082,0.6943192064923355
2788,4481,1,1,1.0,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2789,5221,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2790,6111,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2791,7224,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2792,8123,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2793,44412,1,1,1.0,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2794,44611,1,1,1.0,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2795,45112,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2796,51213,1,1,1.0,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2797,61161,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2798,81293,1,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2799,722511,2,2,1.0,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2800,812115,3,0,inf,8015.4,42624.0,4.2560029,0.8785942492012779,1.038338658146965,0.5990415335463258
2801,6111,1,0,inf,3646.2,31744.0,0.45264098,0.43316831683168316,0.556930693069307,0.4084158415841584
2802,81293,2,0,inf,3646.2,31744.0,0.45264098,0.43316831683168316,0.556930693069307,0.4084158415841584
2803,81293,5,0,inf,4180.9,41216.0,1.1456276,0.7186081694402421,0.8472012102874432,0.56732223903177
2804,722512,1,0,inf,4180.9,41216.0,1.1456276,0.7186081694402421,0.8472012102874432,0.56732223903177
2805,812114,1,0,inf,4180.9,41216.0,1.1456276,0.7186081694402421,0.8472012102874432,0.56732223903177
2806,81293,4,0,inf,14633.4,32064.0,0.68501425,0.591182364729459,0.751503006012024,0.46092184368737477
2807,447,1,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2808,5312,1,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2809,44512,3,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2810,44711,3,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2811,81293,2,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2812,445291,1,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2813,522291,1,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2814,722511,1,1,1.0,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2815,722512,2,1,2.0,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2816,812114,3,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2817,812115,3,0,inf,7994.6,23616.0,1.4158044,0.559322033898305,0.7966101694915254,0.559322033898305
2818,491,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2819,4421,1,1,1.0,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2820,4481,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2821,5221,1,1,1.0,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2822,6111,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2823,7224,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2824,8123,1,1,1.0,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2825,8131,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2826,44314,2,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2827,44511,1,1,1.0,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2828,44512,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2829,44611,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2830,44711,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2831,45113,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2832,54111,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2833,71394,2,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2834,72111,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2835,72112,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2836,81293,2,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2837,722511,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2838,812115,1,0,inf,6103.4,32320.0,1.5637811,0.7894736842105263,0.8466819221967964,0.43478260869565216
2839,45114,1,0,inf,5567.8,32768.0,2.7972949,0.6798866855524079,0.7507082152974505,0.48158640226628896
2840,81293,4,0,inf,5567.8,32768.0,2.7972949,0.6798866855524079,0.7507082152974505,0.48158640226628896
2841,81293,2,0,inf,9098.4,25792.0,0.33885998,0.3885135135135135,0.19144144144144143,0.40540540540540543
2842,81293,2,0,inf,7327.8,25899.0,0.83743465,0.3565640194489465,0.2755267423014587,0.25121555915721233
2843,6111,1,0,inf,2751.4,36352.0,1.1207478,0.6124497991967871,0.7630522088353414,0.3714859437751004
2844,8131,1,0,inf,2751.4,36352.0,1.1207478,0.6124497991967871,0.7630522088353414,0.3714859437751004
2845,81293,3,0,inf,2751.4,36352.0,1.1207478,0.6124497991967871,0.7630522088353414,0.3714859437751004
2846,6111,1,0,inf,2117.3,35371.0,1.743394,0.6867469879518072,0.8674698795180723,0.5060240963855421
2847,81293,1,0,inf,2117.3,35371.0,1.743394,0.6867469879518072,0.8674698795180723,0.5060240963855421
2848,81293,9,0,inf,9069.1,26176.0,1.1379515,0.47764227642276424,0.3099593495934959,0.36077235772357724
2849,81293,2,0,inf,2029.7,25792.0,0.42536277,0.3473053892215569,0.437125748502994,0.4251497005988024
2850,6111,1,0,inf,3708.0,26528.0,0.64527464,0.3917525773195876,0.32989690721649484,0.3917525773195876
2851,81293,4,0,inf,3708.0,26528.0,0.64527464,0.3917525773195876,0.32989690721649484,0.3917525773195876
2852,447,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2853,44314,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2854,44512,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2855,44711,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2856,45392,1,1,1.0,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2857,54111,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2858,56151,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2859,445291,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2860,722511,4,2,2.0,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2861,722512,1,1,1.0,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2862,812114,1,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2863,812115,2,0,inf,4335.3,36864.0,1.8449935,0.49523809523809526,0.7142857142857143,0.4666666666666667
2864,4481,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2865,4531,2,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2866,5312,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2867,44221,2,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2868,45391,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2869,54111,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2870,71394,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2871,72111,1,1,1.0,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2872,72112,1,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2873,81293,6,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2874,722511,2,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2875,722512,2,1,2.0,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2876,812114,3,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2877,812115,3,0,inf,4182.1,33792.0,2.1713629,0.6131078224101479,0.813953488372093,0.38054968287526425
2878,4453,2,2,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2879,5221,2,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2880,6111,1,1,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2881,8111,1,1,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2882,8123,2,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2883,44422,1,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2884,44511,1,1,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2885,44611,2,2,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2886,45391,1,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2887,54111,1,2,0.5,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2888,56151,1,1,1.0,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2889,61161,1,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2890,81293,17,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2891,722511,1,3,0.3333333333333333,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2892,722512,4,6,0.6666666666666666,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2893,812114,2,0,inf,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2894,812115,1,3,0.3333333333333333,2485.6,52779.0,3.0414808,0.6003873466752744,0.6939961265332473,0.6165267914783732
2895,447,1,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2896,2211,1,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2897,8111,2,3,0.6666666666666666,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2898,8133,1,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2899,8134,1,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2900,44511,1,1,1.0,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2901,44512,2,1,2.0,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2902,44711,2,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2903,81293,4,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2904,81392,1,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2905,722512,1,2,0.5,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2906,812114,2,0,inf,2330.1,32896.0,2.0497508,0.4824561403508772,0.5153508771929824,0.4166666666666667
2907,81293,1,0,inf,5217.0,40672.0,1.7914004,0.8163265306122449,0.8791208791208791,0.5808477237048666
2908,44512,1,0,inf,7211.3,38400.0,1.0699188,0.7155025553662692,0.9028960817717206,0.5366269165247018
2909,44711,1,0,inf,7211.3,38400.0,1.0699188,0.7155025553662692,0.9028960817717206,0.5366269165247018
2910,81293,2,0,inf,7211.3,38400.0,1.0699188,0.7155025553662692,0.9028960817717206,0.5366269165247018
2911,6111,1,0,inf,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2912,8131,1,2,0.5,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2913,44512,1,0,inf,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2914,44711,1,0,inf,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2915,81221,1,1,1.0,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2916,81293,3,0,inf,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2917,812114,1,0,inf,4644.3,35712.0,2.1174502,0.5470459518599562,0.700218818380744,0.5689277899343544
2918,4481,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2919,5221,2,2,1.0,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2920,5312,1,2,0.5,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2921,8111,1,1,1.0,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2922,8123,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2923,8131,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2924,44512,2,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2925,44711,2,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2926,45392,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2927,81293,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2928,445291,1,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2929,722511,7,1,7.0,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2930,722512,3,1,3.0,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2931,812114,2,0,inf,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2932,812115,2,1,2.0,6961.0,33408.0,2.0220537,0.746268656716418,0.8115671641791045,0.4664179104477612
2933,4421,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2934,4481,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2935,5221,1,1,1.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2936,6111,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2937,7224,2,1,2.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2938,8131,2,1,2.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2939,8133,2,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2940,8134,2,2,1.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2941,44512,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2942,44711,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2943,45112,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2944,51912,1,1,1.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2945,56151,1,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2946,81293,2,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2947,81392,2,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2948,722511,2,1,2.0,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2949,812114,2,0,inf,9095.3,27840.0,2.4055629,0.6927175843694494,0.7104795737122558,0.44404973357015987
2950,44511,1,0,inf,5702.4,33984.0,2.0637982,0.6843065693430657,0.7937956204379562,0.5018248175182481
2951,81293,2,0,inf,5702.4,33984.0,2.0637982,0.6843065693430657,0.7937956204379562,0.5018248175182481
2952,81293,1,0,inf,5954.7,50645.0,1.8393536,0.8016528925619835,0.9752066115702479,0.5950413223140496
2953,8131,1,0,inf,3859.8,49024.0,1.0223033,0.9181636726546906,0.9880239520958084,0.5588822355289421
2954,81293,2,0,inf,3859.8,49024.0,1.0223033,0.9181636726546906,0.9880239520958084,0.5588822355289421
2955,4531,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2956,5221,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2957,44512,2,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2958,44611,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2959,44711,2,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2960,71394,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2961,81293,6,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2962,445291,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2963,452110,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2964,722511,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2965,722512,3,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2966,812114,2,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2967,812115,1,0,inf,2763.2,37099.0,0.7200796,0.6009615384615384,0.8954326923076923,0.5408653846153846
2968,6111,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2969,44512,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2970,44711,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2971,81293,3,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2972,451310,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2973,722511,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2974,722512,1,0,inf,5133.8,30432.0,2.7523389,0.6635071090047393,0.6990521327014217,0.5450236966824644
2975,5613,1,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2976,8123,1,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2977,44512,2,1,2.0,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2978,44711,2,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2979,81293,4,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2980,722511,3,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2981,722512,7,1,7.0,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2982,812114,2,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2983,812115,1,0,inf,7171.6,29056.0,2.5588882,0.603448275862069,0.7758620689655172,0.4525862068965517
2984,4421,1,0,inf,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2985,8123,1,0,inf,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2986,8131,1,1,1.0,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2987,81293,5,0,inf,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2988,452110,1,0,inf,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2989,812114,1,0,inf,4642.9,41728.0,2.3210132,0.5818540433925049,0.6804733727810651,0.5226824457593688
2990,4421,1,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2991,4481,1,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2992,8131,3,3,1.0,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2993,44314,2,2,1.0,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2994,44611,1,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2995,45391,1,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2996,81293,7,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2997,722512,3,1,3.0,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2998,812114,2,0,inf,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
2999,812115,5,3,1.6666666666666667,6106.6,35285.0,2.7169187,0.6736242884250474,0.7685009487666035,0.5028462998102466
3000,5312,1,1,1.0,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3001,8131,1,1,1.0,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3002,44512,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3003,44711,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3004,45322,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3005,45391,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3006,54194,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3007,81293,2,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3008,445291,1,1,1.0,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3009,445292,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3010,541212,3,2,1.5,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3011,722511,2,2,1.0,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3012,812114,3,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
3013,812115,1,0,inf,3850.2,36864.0,2.353297,0.7322654462242563,0.7665903890160183,0.5034324942791762
